label,x_train
neutral,"Hi guys, girls working tonight :- Passion, Alice, Harley, Sky, Stacey, Adriana, May, Paige and Willow. See you soon x"
negative,"I lost respect for #AnnaHazare the minute he sat at ""Duratma"" Gandhi's graveyard yesterday. India does not need another Gandhi. Vandemataram"
positive,add as much as you want ) bake for 1 hour at 350 it was seriously delicious !
neutral,"RT @adamschefter: ..........so far, WR Titus Young is the only one of the Lions top three picks in April still standing. &lt;&lt;&lt; -______-"
neutral,Hey\u002c you bro jus called me! He said that this morn you went to church and then dunno go where. Where r u now? He is looking for you!
positive,@Swimfanatic454 thanks I am! :)I saw the hollywood sign today!!!!! And in Disney I got to meet a really hot Aladdin lol :)
positive,Some good television tonight gonna get on jersey shore on the planner and 8 out of ten cats and mAybe red or black #lazynight
negative,The fact that I have no plans tomorrow night &amp; it's my last night in FL for a min &lt;&lt;&lt;&lt;&lt;&lt;
neutral,"Tannehill may join Quinn and Rodgers, slide out of Top 20: Texas A&M's Ryan Tannehill will be the third quarterb... http://t.co/78sGLBBi"
negative,Oh.. It\u2019s going to be painful...
neutral,"In her hands-on workshop session at the 11th International Cloud Expo, Diane Mueller, the Cloud Evangelist for A... http://t.co/I6Eirg8S"
negative,I am so new and know nothing .
neutral,"Filming all day tomorrow, I need rest... But I need to finish Act of Valor"
neutral,"Republican VP announcement coming tomorrow. Lot of speculation that it's the fiscally conservative congressman, Jack Kemp. -- NBC"
positive,NURSES DAY - 12 MAY 2012. Nursing: The heart beat of the health
negative,"Still fuming at Everton shambles, at least the England Cricket team should cheer me up today #kenwrightout"
positive,"@NiallOfficial I'm singing What Makes You Beautiful for a school performance tomorrow! Wish me luck? Any advice? Follow? Lol love you, Niall"
neutral,% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? @Espngreeny
positive,"Lucky shops are coming to NYC!: The sale of the season hosted by Lucky Magazine with Grammy winner Jennifer Hudson, starts November 1..."
neutral,Lousy M1\u002c I can rcv ur 1st msg. ooh can I keep ur bat? It works! yea dun tink we nid ur parts tmr.
neutral,I sure hope the skate center plays decent music tomorrow @Cpolk_22
neutral,"@GingerRican @__DEV0N Leave my ""vanilla fudge"" alone amigo. She misses her ""chocolate"". Lol, meant to call you Friday, but will do soon."
neutral,hey wendy said that we can stay overnight at her place next week cos her parents are going to genting. u wanna stay anot?
neutral,I am getting ready for the Master Class that I am teaching at WPPI this coming Tuesday which is going to be a... http://t.co/QBdpzY5G
neutral,@BinaryDad Some guy served his food on a frickin big pebble on Saturday Kitchen. Just put it on the floor why don't you?
neutral,the Jasmine Brand: Bobbi Kristina's Reality Show Kicks Off October 24th...Will You Tune In? http://t.co/63VIH9Wl
negative,What if yall catch me on WorldStarHipHop tomorrow bc iGet arrested at the K.L. concert for trying to rape him thoo ._____.
positive,"@BarneyOwl67 @O22IE_OWL just booking my tickets for Thursday night but i am spoilt for choice, enough seats left to get in with Milan!"
negative,"Don't want to play one that's too long, what with Street Fighter III: 3rd Strike on Wednesday, and Deus Ex: Human Revolution on Friday."
positive,Wow my last RT. It's only been 4 years since Verm's arrival. He's now Captain and will make his 100th start for AFC on Sat. Time flies.
positive,"Boise State, Chattanooga, Embry-Riddle and Virginia Tech receive their charters tonight, congrats and welcome gentlemen! #duli11"
positive,"Never start working on your dreams and goals tomorrow......tomorrow never comes....if it means anything to U, ACT NOW! #getafterit"
neutral,@Jacobbl123 my dad and I are going to Raleigh Saturday if you wanna go
neutral,Star Wars Weekends wraps up tomorrow. Here's the weekend's event guide. Anyone going? http://t.co/Gb0phL7i
positive,"Holi....cuantas on? Para volvernos crazy,crazy,crazy till we see the sun xx"
positive,RT @PicBadges: August 14 is Pakistan's independence day! Get ready for the celebrations with a patriotic PicBadge http://t.co/vNqvYcg .T ...
neutral,@RafaelNadalFC: Rafa will play his third round match at the BNP Paribas Open at Indian Wells on Tuesday against Marcel Granollers.
negative,"Watching ""Good Deeds"" for the 1st time &amp; I'm here all emotional &amp; crap. Smh"
negative,No lor\u002c she wont let me see.
positive,@mayhemmiller Nick Diaz is da Best! Smoke weed every day and drop out of school in 6th grade! Fuck Yeah!
negative,I will not be able to handle Harry's voice in Kiss You..and I may not survive after hearing all the songs on Take Me Home in their entirety.
neutral,Computer security firm Sophos confirmed on Tuesday suspicions that Mac computers around the world ar http://t.co/ftvtWtTm
negative,"If Tony Romo doesn't score 50 fantasy points for me tonight, I'm screwed. Wait, you're saying that's not going to happen?"
neutral,"RT @Sportsworldokon: RT @ColinUdoh: Nigeria play England in the Round of 16 on Wednesday 10th, at 11PM Nigeria time #U20WorldCup"
neutral,I bath then go over?
neutral,I can't help but wonder while at the Washington Monument why they didn't utilize the grounds to create a huge sun dial http://t.co/9ftNKtms
positive,"The Snickerdoodle-Strawberry Ice Cream Sandwich is BACK!!!!  We'll be at the SR Wed. Night Mkt, Guernville Farm... http://t.co/c1OS35kC"
neutral,might as well go ahead and download the parade tracker app. Think a Zulu float may show up before the bus.
positive,Turns out Olive Garden's dinner for tonight and tomorrow is more like dinner for tonight and later tonight.
neutral,Sprint may not want to buy Clearwire after all http://t.co/KgmfEuXr #news #benefits #bloomberg #clearwire #future
neutral,"Monday's Look of the Day: the Kahri ""Blaze of Glory"" Dress is crinkle silk, chiffon, and lace with gold metallic... http://t.co/00AdpUrq"
neutral,@VittorioTafur Any word on when the Raiders will be releasing their depth chart for Thursday?
negative,Ya damn and that stupid woman needs to get fired...
neutral,KYLIE JENNER'S RUNWAY for ABBEY DAWN is going to be on E NEWS tomorrow every make sure you tune in and watch it
positive,I\u2019m impressed by what you\u2019ve done? Wah! I\u2019m refering to the BZ project? Wah! Wah! Wah! Esp. the ratios? Wah! Wah! Wah!
neutral,"It has been confirmed! One Direction will be on Ellen at Burbank, Calif. studio for a huge concert event on the 9th of November.MYTACHS DAY"
negative,How in the world do you go the NFL Combine knowing u have a chance to be 1st Rd pick & test positive for marijuana? #reallystupid
positive,"BUT AWWW , that pom is sooo adorable ."
neutral,So I thought yesterday was Tuesday. I'm thinking today will be a little like the movie Ground Hog Day.
neutral,"May god wil make him cure ASAP, n give a long long lyf http://t.co/7JvLPLWw"
neutral,I had a teacher who taught us Jupiter was bigger than the Sun. This was based on the picture in the textbook. It was a drawing. True story
negative,August 11th 2010 Was the day I met Mitch... I regret not taking a picture with him. Fuck. I'll miss going to SS shows.... &lt;/3
negative,All I know is Marana girls are bad as fuck and white if the ones at the party I went to with jaylon on Saturday were Marana tigers.
positive,"Loving the sun this weekend, went to Lechlade for a picnic with Hollie yesterday and will soon be heading over her mum's for a bbq :)"
neutral,HT: Norwich 0-0 #Spurs. We've edged the 1st half without creating any clear cut chances. Bale's had a couple of decent long range efforts.
positive,@JanineTurner Yes thank you Janine!!  I saw Kelsey Grammer Wed night at SAG but didn't talk politics there.  Let's take Hollywood back!
negative,"Luna is taking a break today, not perfecting any major aspects to any of the other 6 planets, until she will meet Jupiter tomorrow morning"
positive,"@applelotte0 absolutely nothing will, they will be best friends forever :') when they won the NTA award for the 10th year that has to be...."
positive,@rachael_burns it's super! But saving pennies starts now. Last afternoon so we're cramming in sun by the rooftop pool.
neutral,Heehee\u002c nvm\u002c just go there and field a team :p
neutral,Going to McAlester today...Bama bound early in the am!  Torn!
positive,Sunday and a lovely #RaggedTalk on Skiing in Scotland by the freewheelin' Patrick D Whelan. 12:45OutoftheBlue&DrillHall #skiing #newnickname
neutral,I'm just going to wrap myself in the jamaican flag for America day tomorrow
neutral,Tight race in the Fans Choice Player of the Week w/ Wesleyan and Brookwood players. Last chance to vote: http://t.co/IzH4CEAe
positive,"Someday , I hope to say hello ( says the guy who works nights ) ."
positive,Dr. Mohamed Morsi announced as Egypt's 1st elected President after the glorious 25th of Jan Revolution. Congratulations to #Egypt
neutral,"I'm going to Level 42 at Sentrum Scene in Oslo, Norway - Nov 2 http://t.co/vjdfPH2d"
neutral,"#Loanwatch: Ben Amos (Hull City) into extra time 1-1, in the 1st round of the League Cup."
neutral,"Today was National Kissing Day, I'll have to make up for the loss tomorrow"
neutral,"Asiikk:DRT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK"
neutral,I think I will take Kermit with me tomorrow &amp; make them talk directly to him during the meeting. (I'm bringing creepy back)
negative,Damn I have to wait til' tomorrow before I know if I can go to Oslo with my sis. Damn. I'm not good at waiting
positive,Church tonight with the bestfriends! #winning &lt;3
neutral,prince of time and space maybe ...
neutral,"New HU with the cast of ""Sullivan &amp; Son""  @stevebyrnelive @ValerieAzlynn @Dan Lauria @vivianbang Sat 11PM PT on Reelz! http://t.co/YLk01efx"
negative,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
neutral,@tompepp Gonna be in Croatia on Wednesday but I don't think we will be near Hvar until Monday. How long you gonna be there?
positive,skipping school tomorrow and going to Tennessee instead. #soundsgoodtome
negative,when you are so far away it is just so fucking hard to imagine yourself into someone 's life .
positive,"DC tomorrow! Stoked to see friends at American, Georgetown and elsewhere. Text me if you are free. #fb"
neutral,Plies is just Kirk Franklin on a Saturday night
positive,"New listing coming in Laguna Hills, CA! 5 bed plus bonus room, pool, 3 car garage...to hit the market officially tomorrow!"
positive,Omg Journey 2: the mysterious island is on DVD Monday! I love that film!
neutral,"@MattBedfordd Well I've got to sort out hotels etc for when I'm in Derby tonight, but I'll stay updated! Cesc to score the winner?"
neutral,Just delivered  a speech on IEBC preparedness for the March Election at ICJ conference at Mombasa Continental
neutral,3 hrs to go before the 2nd to the last episode! Wherever You Are Josh Bradley | David Archuleta In Nandito Ako | Alwyn Ana RS In TV5 Manila
positive,The boys are hot!! #streakin Big win tonight let's do er again tomorrow! #keepitrollin
neutral,Seth McFarlane set to host the 85th Academy Awards in February. What do you think of that choice?
neutral,Hi... I understand you\u2019re busy buit i won\u2019t take long either \u2019cos i\u2019ve other things to attend to. Just wish to pass you something... -- wl
neutral,It's going down THIS Thursday @ Club Signature 2001 Lumpkin Rd Suite #3DollaThursdays $3 w/ College ID! EVERYONE ELSE $5 18+ w/ ID!!! #ColGA
negative,Turns out having less than an hour's unbroken sleep leaves you feeling pretty grim on a Tuesday
positive,"Good morning from the Eternal City where the sun is shining and world is well. Proud of my @TeamGB shirt, the Union Flag, and #Yorkshire."
positive,"@p4_da_PRINCE @lakers SACRAMENTO KINGS, we just beat y'all Sunday and thurs night so what it was preseason won me some money. Nov11"
positive,Soundboard came today!  Tomorrow is set it up and see if it all works day lol.  If all goes as planned I'll be streaming 24-7 soon!
